Id,area_primeiro_andar,existe_segundo_andar,area_segundo_andar,quantidade_banheiros,capacidade_carros_garagem,qualidade_da_cozinha_Excelente,preco_de_venda
82,124.2073,0,0.0,2,37.62541806020067,0,756755.0
83,145.2027,0,0.0,2,70.41991824600521,0,1.20785e6
84,98.9385,0,0.0,1,42.82794500185805,0,623645.0
85,74.6916,1,62.243,2,37.16090672612412,0,830705.0
86,120.8629,1,103.6764,2,42.920847268673356,0,1.2818e6
87,63.5436,1,81.3804,2,37.16090672612412,0,857820.0
88,56.8548,1,56.8548,2,49.05239687848384,0,810985.0
89,94.1077,0,0.0,1,0.0,0,419050.0
90,91.971,0,0.0,1,0.0,0,609348.0
91,96.616,0,0.0,1,39.01895206243032,0,541807.0
92,114.7315,0,0.0,1,44.593088071348944,0,486098.0
93,89.5556,0,0.0,1,40.13377926421405,0,806055.0
94,117.054,1,95.7799,2,47.00854700854701,0,660127.0
95,84.0745,1,81.8449,2,63.545150501672246,0,1.0094175e6
96,63.172,1,73.39099999999999,2,39.01895206243032,0,912050.0
97,147.52519999999998,0,0.0,2,43.84986993682646,0,1.05502e6
98,89.184,0,0.0,1,40.13377926421405,0,467117.5
99,77.5715,0,0.0,1,34.00222965440357,0,409190.0
100,113.8025,0,0.0,1,0.0,0,635723.5
101,149.569,0,0.0,2,44.593088071348944,0,1.01065e6
102,90.7633,1,70.1395,2,44.221479004087705,0,877540.0
103,142.6015,0,0.0,2,38.08992939427722,0,586492.52
104,113.8954,0,0.0,2,68.74767744332962,0,980577.0
105,113.8954,1,54.9968,1,22.296544035674472,0,835635.0
106,97.8237,1,87.2331,2,60.200668896321076,0,1.2325e6
107,97.2663,0,0.0,1,25.36231884057971,0,493000.0
108,73.29809999999999,0,0.0,1,23.225566703827575,0,566950.0
109,92.6213,1,48.308,2,0.0,0,566950.0
110,171.30759999999998,0,0.0,2,50.72463768115942,0,936700.0
111,112.9664,1,59.3631,2,30.193236714975846,0,674917.0
112,71.9046,1,60.9424,2,37.16090672612412,0,887400.0
113,119.0978,1,131.3606,2,73.57859531772576,1,1.8929721e6
114,209.8611,0,0.0,2,41.80602006688964,0,1.06981e6
115,133.40439999999998,1,82.1236,2,16.722408026755854,0,1.279335e6
116,67.72409999999999,1,67.72409999999999,2,40.876997398736535,0,867680.0
117,101.4468,0,0.0,1,26.755852842809364,0,685270.0
118,104.5125,0,0.0,1,39.947974730583425,0,764150.0
119,157.8371,1,141.48669999999998,3,55.18394648829432,0,1.5776e6
120,67.63119999999999,1,67.63119999999999,2,36.231884057971016,0,808470.7
121,91.7852,0,0.0,1,50.16722408026756,0,887400.0
122,71.7188,1,32.6079,1,24.52619843924192,0,493000.0
123,100.332,0,0.0,1,26.755852842809364,0,670480.0
124,111.3871,0,0.0,2,49.238201412114456,0,758727.0
125,147.33939999999998,0,0.0,2,40.41248606465998,0,892330.0
126,48.308,0,0.0,1,0.0,0,416585.0
127,88.9982,0,0.0,2,40.876997398736535,0,631040.0
128,78.036,0,0.0,1,0.0,0,428910.0
129,61.314,1,63.9152,1,42.08472686733557,0,764150.0
130,97.8237,0,0.0,1,69.67670011148273,1,739500.0
131,112.9664,1,87.4189,2,45.243403939056115,0,1.11418e6
132,94.9438,1,95.8728,2,36.231884057971016,0,1.20292e6
133,123.2783,0,0.0,1,57.971014492753625,0,743197.5
134,120.3984,0,0.0,2,43.75696767001115,0,1.0846e6
135,159.8809,0,0.0,2,40.876997398736535,0,887400.0
136,156.2578,0,0.0,2,49.238201412114456,0,857820.0
137,112.7806,0,0.0,2,29.542920847268675,0,704990.0
138,181.9911,0,0.0,3,71.16313638052769,0,843030.0
139,93.2716,1,78.7792,2,61.315496098104795,0,1.1339e6
140,86.21119999999999,1,77.6644,2,43.66406540319584,0,1.141295e6
141,80.26559999999999,0,0.0,1,0.0,0,566950.0
142,161.0886,0,0.0,2,61.315496098104795,0,1.2818e6
143,84.539,1,44.1275,2,66.88963210702342,0,818380.0
144,139.4429,0,0.0,2,53.604607952434044,0,1.00572e6
145,160.53119999999998,0,0.0,2,46.82274247491639,0,616250.0
146,90.113,1,68.6531,2,35.30286138981791,0,640900.0
147,81.2875,0,0.0,1,16.722408026755854,0,517650.0
148,82.1236,1,106.9279,2,40.31958379784467,0,1.096925e6
149,100.332,0,0.0,1,0.0,0,695130.0
150,83.2384,1,41.6192,1,22.296544035674472,0,566950.0
151,90.0201,0,0.0,1,40.876997398736535,0,601460.0
152,158.85899999999998,0,0.0,2,80.45336306205871,0,1.83594186e6
153,101.9113,1,83.2384,2,45.9866220735786,0,936700.0
154,116.3108,0,0.0,1,52.39687848383501,0,1.15855e6
155,111.48,0,0.0,1,28.985507246376812,0,616250.0
156,53.1388,1,48.6796,1,0.0,0,389470.0
157,96.616,0,0.0,1,58.06391675956894,0,539835.0
158,71.9046,1,110.9226,2,63.17354143441101,1,1.328635e6
159,92.0639,1,88.8124,2,62.987736900780384,0,1.256657e6
160,129.3168,1,99.403,2,53.51170568561873,0,1.5776e6
161,114.4528,0,0.0,2,47.937569676700114,0,801125.0
163,143.1589,0,0.0,2,49.42400594574508,0,1.0846e6
164,81.9378,0,0.0,1,0.0,0,508776.0
165,106.7421,1,43.3843,2,20.066889632107024,0,749360.0
166,75.0632,1,50.8163,2,0.0,0,628575.0
167,173.4443,0,0.0,1,28.14938684503902,0,936700.0
168,149.569,1,51.1879,1,73.29988851727983,1,1.6053263199999998e6
169,78.036,1,81.752,2,40.876997398736535,0,904655.0
170,158.5803,0,0.0,2,47.47305834262356,0,1.12404e6
171,79.33659999999999,0,0.0,1,61.315496098104795,0,633505.0
172,153.8424,0,0.0,1,49.05239687848384,0,1.05995e6
173,98.8456,1,65.3087,2,46.82274247491639,0,1.17827e6
174,126.5298,0,0.0,1,46.82274247491639,0,803590.0
175,153.37789999999998,0,0.0,2,57.227796358231146,0,907120.0
176,200.4782,0,0.0,2,53.51170568561873,0,1.19799e6
177,108.1356,1,83.2384,2,48.40208101077667,0,1.04023e6
178,116.3108,1,62.0572,2,41.898922333704945,0,850425.0
180,89.9272,0,0.0,1,44.593088071348944,0,493000.0
181,71.4401,1,70.2324,2,40.876997398736535,0,872610.0
182,83.7029,1,83.7029,1,20.066889632107024,0,986493.0
183,124.486,0,0.0,1,23.411371237458194,0,591600.0
184,126.5298,1,66.88799999999999,2,44.964697138610184,0,986000.0
185,86.95439999999999,1,29.3564,1,53.51170568561873,0,626110.0
187,113.0593,0,0.0,2,46.17242660720922,0,852890.0
188,75.0632,1,65.4016,2,16.722408026755854,0,665550.0
189,113.7096,0,0.0,0,49.05239687848384,0,755951.4099999999
190,147.9897,0,0.0,1,63.35934596804162,1,1.40998e6
191,143.9021,1,109.4362,2,40.876997398736535,0,1.55295e6
192,67.35249999999999,1,70.0466,1,44.964697138610184,0,907120.0
193,132.9399,0,0.0,2,61.87290969899666,0,946560.0
194,90.113,1,68.6531,2,35.30286138981791,0,640900.0
195,80.26559999999999,0,0.0,1,32.70159791898922,0,626110.0
196,79.42949999999999,1,55.8329,2,40.876997398736535,0,732105.0
197,160.34539999999998,0,0.0,2,73.0211817168339,1,1.53752896e6
198,126.344,1,126.344,2,73.85730211817169,0,1.15855e6
199,86.30409999999999,1,86.30409999999999,1,0.0,0,512720.0
200,159.1377,0,0.0,2,79.52434039390562,1,1.355257e6
201,104.1409,0,0.0,2,40.876997398736535,0,690200.0
202,118.8191,0,0.0,2,43.94277220364177,0,845495.0
203,80.35849999999999,1,41.3405,2,36.9751021924935,0,552160.0
204,78.7792,0,0.0,1,39.01895206243032,0,734570.0
205,66.88799999999999,1,52.3956,1,22.296544035674472,0,542300.0
206,133.96179999999998,0,0.0,2,46.45113340765515,0,889865.0
207,157.5584,0,0.0,1,32.4228911185433,0,709427.0
208,102.19,0,0.0,1,28.985507246376812,0,695130.0
209,109.622,1,81.9378,2,42.17762913415088,0,1.36561e6
210,101.4468,0,0.0,1,46.82274247491639,0,714850.0
211,80.26559999999999,0,0.0,1,0.0,0,483140.0
212,112.5948,0,0.0,2,42.73504273504274,0,916980.0
213,86.58279999999999,1,85.468,2,59.82905982905983,0,1.24570254e6
214,91.971,0,0.0,1,53.51170568561873,0,769080.0
215,64.0081,1,65.3087,1,27.77777777777778,0,797427.5
216,114.8244,0,0.0,1,41.527313266443706,0,662838.5
217,133.40439999999998,0,0.0,2,44.964697138610184,0,1.0353e6
218,75.249,1,48.1222,1,19.50947603121516,0,527510.0
219,105.6273,1,75.8993,1,40.04087699739874,0,1.535695e6
220,115.9392,0,0.0,2,40.69119286510591,0,824493.2
221,139.1642,0,0.0,2,62.70903010033445,0,1.010157e6
222,93.829,1,116.7753,2,36.231884057971016,0,986000.0
223,75.3419,1,68.8389,2,40.31958379784467,0,886907.0
224,80.26559999999999,0,0.0,1,53.51170568561873,0,478210.0
225,222.2168,0,0.0,2,89.92939427722037,1,1.9042125e6
226,58.527,1,62.4288,2,26.012634708286885,0,552160.0
227,112.7806,1,121.3274,2,66.98253437383873,0,1.4297e6
228,44.8707,1,46.8216,1,26.012634708286885,0,522580.0
229,84.7248,0,0.0,1,31.21516164994426,0,616250.0
230,144.4595,0,0.0,2,39.947974730583425,0,949025.0
231,110.9226,0,0.0,1,28.985507246376812,0,729640.0
232,138.421,1,121.1416,2,75.25083612040135,1,1.98679e6
233,44.8707,1,46.8216,1,26.755852842809364,0,465885.0
234,83.0526,0,0.0,1,28.613898179115573,0,632026.0
235,79.89399999999999,1,102.19,2,40.876997398736535,0,1.067345e6
236,44.8707,1,46.8216,1,24.52619843924192,0,441235.0
237,131.3606,0,0.0,2,45.893719806763286,0,914515.0
238,94.2006,1,67.817,2,42.45633593459681,0,958885.0
239,157.3726,0,0.0,2,75.99405425492382,0,1.56774e6
240,74.13419999999999,1,64.0081,1,20.438498699368267,0,557090.0
241,145.4814,0,0.0,2,69.67670011148273,0,1.294125e6
242,80.45139999999999,0,0.0,1,0.0,0,544765.0
243,82.5881,1,51.1879,1,32.70159791898922,0,389470.0
244,58.1554,1,54.9039,1,26.755852842809364,0,591600.0
245,113.5238,1,82.4952,2,43.01374953548867,0,1.01065e6
246,173.9088,0,0.0,2,56.11296915644742,0,1.190595e6
247,84.3532,1,94.758,2,40.876997398736535,0,675410.0
248,127.7375,0,0.0,1,41.898922333704945,0,690200.0
249,78.036,1,76.9212,2,46.45113340765515,0,887400.0
251,121.3274,0,0.0,1,0.0,0,377145.0
252,150.9625,0,0.0,2,49.98141954663694,0,1.15855e6
253,74.13419999999999,1,78.2218,2,48.309178743961354,0,852890.0
254,120.9558,0,0.0,2,28.70680044593088,0,778940.0
255,122.0706,0,0.0,1,27.313266443701227,0,714850.0
256,93.3645,1,119.4694,2,39.85507246376812,0,1.1339e6
257,80.26559999999999,1,80.26559999999999,2,62.52322556670383,0,1.022975e6
258,149.0116,0,0.0,2,61.315496098104795,0,1.0846e6
259,89.4627,1,77.0141,2,52.39687848383501,0,1.141295e6
260,81.9378,0,0.0,1,28.613898179115573,0,478210.0
261,128.3878,0,0.0,1,82.1256038647343,0,867680.0
262,137.6778,1,101.4468,2,80.63916759568934,1,1.36068e6
263,112.5948,0,0.0,1,45.70791527313267,0,744430.0
264,86.02539999999999,0,0.0,1,44.964697138610184,0,640900.0
265,70.9756,0,0.0,1,46.82274247491639,0,359890.0
266,132.1038,0,0.0,2,53.51170568561873,0,865215.0
267,74.5058,1,65.8661,2,38.36863619472315,0,912050.0
268,97.7308,1,66.88799999999999,2,22.296544035674472,0,884935.0
269,72.2762,0,0.0,1,85.84169453734671,0,594065.0
270,103.3977,0,0.0,1,46.82274247491639,0,729640.0
271,101.7255,1,78.4076,2,97.82608695652175,0,1.31138e6
272,126.6227,0,0.0,1,40.78409513192122,0,1.190595e6
273,108.1356,1,102.7474,2,62.33742103307321,0,1.4297e6
274,151.6128,0,0.0,2,31.40096618357488,0,685270.0
275,75.8064,0,0.0,1,24.52619843924192,0,613785.0
276,88.4408,1,55.3684,2,62.43032329988852,1,1.01065e6
277,144.924,0,0.0,2,53.232998885172805,0,990930.0
278,80.26559999999999,0,0.0,1,37.16090672612412,0,695130.0
280,107.3924,1,80.45139999999999,2,46.915644741731704,0,946560.0
281,109.1575,1,74.9703,2,53.41880341880342,0,1.126505e6
282,117.2398,0,0.0,2,53.14009661835749,0,912050.0
283,122.0706,0,0.0,2,58.15681902638425,0,1.022975e6
284,136.3772,0,0.0,2,83.42623560014864,0,1.205878e6
285,146.3175,0,0.0,2,49.14529914529915,0,883456.0
286,58.0625,1,58.0625,2,49.05239687848384,0,811971.0
287,100.7965,1,60.2921,1,40.876997398736535,0,783870.0
288,79.70819999999999,0,0.0,1,0.0,0,433840.0
289,83.61,0,0.0,1,26.012634708286885,0,601460.0
290,64.8442,1,64.8442,1,35.67447045707915,0,757124.75
291,100.2391,1,78.036,2,63.638052768487555,0,1.1498239e6
292,86.95439999999999,1,72.462,2,0.0,0,669987.0
293,106.6492,1,52.7672,1,26.105536975102194,0,645830.0
294,136.3772,1,73.85549999999999,2,50.07432181345225,0,1.15855e6
295,152.7276,0,0.0,1,38.83314752879971,0,823310.0
296,93.1787,0,0.0,1,54.626532887402455,0,702525.0
297,84.539,1,60.1992,1,26.198439241917505,0,749360.0
298,90.5775,1,90.5775,2,53.51170568561873,0,1.17827e6
299,96.7089,1,65.2158,1,50.07432181345225,0,862750.0
300,107.0208,0,0.0,1,27.87068004459309,0,781405.0
301,124.1144,0,0.0,1,34.838350055741365,0,774010.0
302,112.409,1,115.3818,2,63.45224823485693,0,1.31631e6
303,143.1589,0,0.0,2,78.31661092530658,0,1.01065e6
304,83.0526,0,0.0,1,51.282051282051285,0,739007.0
305,155.6075,1,168.8922,3,80.82497212931996,0,1.45435e6
306,185.8,0,0.0,2,82.49721293199555,0,1.508087e6
307,104.2338,1,104.1409,2,69.30509104422148,0,1.10925e6
308,96.1515,1,34.4659,1,0.0,0,441235.0
309,79.98689999999999,0,0.0,1,50.07432181345225,0,406725.0
310,180.5976,0,0.0,2,65.77480490523969,1,1.7748e6
311,64.7513,1,74.6916,2,39.01895206243032,0,816408.0
312,90.2988,0,0.0,1,22.296544035674472,0,650760.0
313,73.66969999999999,1,30.1925,1,38.08992939427722,0,591107.0
315,77.2928,1,75.1561,1,50.72463768115942,1,877540.0
316,66.5164,1,66.5164,2,40.13377926421405,0,929305.0
317,107.1137,1,111.48,2,44.964697138610184,1,1.2818e6
318,101.0752,1,80.9159,2,95.22482348569305,0,1.3311e6
319,127.4588,1,118.3546,2,60.943887030843555,0,1.2818e6
320,136.7488,0,0.0,2,54.626532887402455,0,924375.0
321,116.0321,1,125.1363,3,78.03790412486065,0,1.68922999e6
322,105.5344,1,123.7428,2,81.01077666295058,0,1.74522e6
323,144.2737,1,109.3433,2,53.51170568561873,0,1.48393e6
324,108.0427,0,0.0,1,20.438498699368267,0,622042.75
325,176.3242,1,100.332,2,52.39687848383501,0,1.19306e6
326,74.5987,0,0.0,1,33.44481605351171,0,428910.0
327,159.6951,0,0.0,1,43.94277220364177,0,1.59732e6
328,128.48069999999998,0,0.0,1,27.127461910070608,0,716082.5
329,134.2405,1,64.0081,2,40.96989966555184,0,1.057485e6
330,55.3684,1,55.3684,1,17.558528428093645,0,384540.0
331,160.53119999999998,0,0.0,2,32.70159791898922,0,586670.0
332,98.1024,0,0.0,1,28.613898179115573,0,685270.0
333,151.3341,0,0.0,2,81.75399479747307,0,1.40012e6
334,126.1582,0,0.0,2,44.964697138610184,0,1.02051e6
335,87.6047,1,64.5655,2,43.84986993682646,0,946560.0
337,178.5538,0,0.0,2,62.80193236714976,0,1.86071018e6
338,142.6944,0,0.0,2,49.42400594574508,0,1.05502e6
339,150.5909,0,0.0,2,40.876997398736535,0,998325.0
340,112.8735,0,0.0,1,27.59197324414716,0,764150.0
341,92.2497,1,85.0035,2,40.04087699739874,0,1.000297e6
342,78.1289,0,0.0,1,27.313266443701227,0,404260.0
343,96.616,0,0.0,2,37.16090672612412,0,431375.0
344,156.4436,0,0.0,2,52.39687848383501,1,1.31138e6
345,49.7944,1,53.5104,1,31.21516164994426,0,419050.0
346,90.2988,1,56.2045,1,28.985507246376812,0,691186.0
347,88.9982,0,0.0,1,27.9635823114084,0,746895.0
348,137.3062,0,0.0,2,46.265328874024526,0,776475.0
349,70.9756,1,80.07979999999999,2,44.03567447045708,0,759220.0
351,173.6301,0,0.0,2,57.320698625046454,1,1.56804073e6
352,134.9837,0,0.0,1,41.34150873281308,0,936700.0
353,57.2264,1,45.9855,1,18.58045336306206,0,468350.0
354,66.88799999999999,0,0.0,1,44.964697138610184,0,522087.0
355,110.7368,1,37.4387,1,22.296544035674472,0,690200.0
356,111.48,0,0.0,2,48.40208101077667,0,875075.0
357,108.4143,0,0.0,2,37.16090672612412,0,852890.0
358,106.0918,0,0.0,1,49.05239687848384,0,660620.0
359,125.6008,0,0.0,1,26.755852842809364,0,640900.0
360,100.8894,1,77.8502,2,54.998141954663694,0,1.3804e6
361,84.7248,0,0.0,1,43.66406540319584,0,769080.0
362,91.7852,1,48.0293,1,22.296544035674472,0,714850.0
363,45.9855,1,132.5683,3,62.43032329988852,0,978605.0
364,44.8707,1,46.8216,1,24.52619843924192,0,581740.0
365,73.39099999999999,1,72.8336,2,52.58268301746563,0,936700.0
366,62.4288,1,62.4288,1,43.47826086956522,0,724710.0
367,129.5026,0,0.0,1,47.75176514306949,0,783870.0
368,132.9399,0,0.0,1,27.499070977331847,0,813450.0
369,117.7972,0,0.0,1,22.66815310293571,0,650760.0
370,119.5623,0,0.0,1,53.51170568561873,0,798660.0
371,88.5337,1,66.0519,2,42.73504273504274,0,849932.0
372,104.048,1,43.4772,2,63.17354143441101,0,662749.76
373,69.8608,0,0.0,1,24.52619843924192,0,616250.0
374,122.5351,0,0.0,1,25.08361204013378,0,606390.0
375,78.6863,1,100.4249,2,40.31958379784467,0,1.082135e6
376,83.9816,0,0.0,0,0.0,0,300730.0
377,84.9106,0,0.0,1,53.51170568561873,0,729640.0
378,146.78199999999998,1,82.3094,3,56.67038275733928,0,1.6762e6
379,172.42239999999998,0,0.0,1,77.48049052396878,1,1.94454976e6
380,93.5503,1,73.66969999999999,2,43.01374953548867,0,882470.0
381,95.3154,1,61.7785,2,28.613898179115573,0,626110.0
382,120.8629,0,0.0,2,53.14009661835749,0,925607.5
383,87.2331,1,79.70819999999999,2,59.36454849498328,0,1.052555e6
384,72.8336,0,0.0,1,33.44481605351171,0,374680.0
386,117.8901,0,0.0,2,39.947974730583425,0,946560.0
387,61.1282,1,48.8654,1,0.0,0,399330.0
388,104.5125,0,0.0,1,32.70159791898922,0,616250.0
389,137.3991,0,0.0,2,53.604607952434044,0,941630.0
391,89.2769,1,37.7174,1,35.67447045707915,0,586670.0
392,74.6916,1,107.4853,2,52.02526941657377,0,1.05995e6
393,81.9378,0,0.0,1,27.313266443701227,0,525045.0
394,73.20519999999999,0,0.0,1,0.0,0,493000.0
395,68.2815,1,27.7771,1,22.296544035674472,0,537370.0
396,106.2776,0,0.0,1,55.36975102192494,0,635970.0
397,83.0526,0,0.0,1,55.74136008918618,0,606390.0
398,81.3804,1,86.95439999999999,2,24.52619843924192,0,835635.0
399,100.0533,0,0.0,1,31.40096618357488,0,330310.0
400,103.3048,1,40.6902,2,40.69119286510591,0,1.18813e6
401,119.6552,0,0.0,1,46.45113340765515,1,1.210315e6
402,121.699,0,0.0,2,37.16090672612412,0,813400.7
403,62.4288,0,0.0,1,22.296544035674472,0,532440.0
404,108.2285,1,102.0042,2,39.01895206243032,0,1.27194e6
405,74.8774,1,71.1614,2,34.65254552211074,0,828240.0
406,150.498,0,0.0,2,45.52211073950205,0,739500.0
407,108.3214,0,0.0,1,22.296544035674472,0,566950.0
408,78.036,1,78.036,2,28.613898179115573,0,872610.0
409,99.4959,1,102.2829,2,87.97844667409885,0,1.3804e6
410,97.545,1,95.5012,2,77.66629505759941,1,1.6749675e6
411,118.5404,0,0.0,1,32.515793385358606,0,295800.0
412,98.1024,0,0.0,1,53.14009661835749,0,714850.0
413,137.3062,0,0.0,2,44.964697138610184,0,1.09446e6
414,95.5012,0,0.0,1,33.44481605351171,0,566950.0
415,100.332,1,94.4793,2,62.987736900780384,0,1.12404e6
416,124.486,0,0.0,2,36.78929765886288,0,892990.62
417,62.4288,1,67.63119999999999,1,40.876997398736535,0,737035.0
418,127.273,1,116.4966,2,80.2675585284281,0,1.17827e6
419,70.2324,1,35.1162,1,22.296544035674472,0,621180.0
420,98.1024,0,0.0,1,28.24228911185433,0,700060.0
421,124.8576,0,0.0,2,72.83537718320328,0,1.017059e6
422,148.8258,0,0.0,2,49.14529914529915,0,1.05995e6
423,91.7852,0,0.0,1,48.309178743961354,0,557090.0
424,136.563,1,107.764,2,64.65997770345597,0,1.55295e6
425,111.1084,0,0.0,1,27.59197324414716,0,685270.0
426,65.6803,1,63.3578,1,22.296544035674472,0,665550.0
427,152.7276,0,0.0,2,52.86138981791156,0,1.35575e6
428,84.2603,0,0.0,1,32.70159791898922,0,537409.44
429,112.2232,0,0.0,2,58.342623560014864,0,963322.0
430,131.1748,0,0.0,2,53.51170568561873,0,862750.0
431,44.8707,1,46.8216,1,24.52619843924192,0,421022.0
432,101.0752,1,10.219,1,0.0,0,393907.0
433,71.0685,1,55.74,1,40.876997398736535,0,603925.0
434,86.02539999999999,1,62.9862,2,43.66406540319584,0,892330.0
435,58.527,0,0.0,1,0.0,0,399330.0
436,76.8283,1,77.4786,2,51.09624674842066,0,1.04516e6
437,68.1886,1,35.6736,1,40.876997398736535,0,571880.0
438,83.9816,0,0.0,1,16.722408026755854,0,586670.0
439,64.4726,0,0.0,1,32.70159791898922,0,445425.5
440,63.5436,1,47.5648,1,49.05239687848384,0,542300.0
442,133.77599999999998,0,0.0,2,0.0,0,581740.0
443,104.7912,1,41.3405,2,33.44481605351171,0,803097.0
444,116.8682,0,0.0,2,60.200668896321076,0,850425.0
445,86.67569999999999,1,90.5775,2,45.80081753994798,0,1.0353e6
446,156.9081,0,0.0,1,44.593088071348944,0,628575.0
447,175.3952,0,0.0,2,53.69751021924935,0,936700.0
448,88.8124,1,86.39699999999999,2,40.04087699739874,0,985507.0
449,72.462,1,55.3684,2,18.39464882943144,0,589135.0
450,63.0791,1,46.8216,1,28.613898179115573,0,591600.0
451,75.5277,0,0.0,1,25.08361204013378,0,542300.0
453,82.4952,1,80.63719999999999,2,39.204756596060946,0,1.00572e6
454,73.01939999999999,1,74.6916,2,62.80193236714976,0,1.0353e6
455,160.53119999999998,0,0.0,2,52.02526941657377,0,926840.0
456,115.3818,0,0.0,1,49.05239687848384,0,865215.0
457,57.9696,1,66.88799999999999,1,47.65886287625418,0,483140.0
459,77.3857,1,77.3857,1,21.18171683389075,0,793730.0
